bug_id,summary,description,category,priority,is_duplicate,duplicate_bug_id
368,Appearing on hover for icons.,Detailed bug description for tooltip not appearing on for icons. cause analysis pending. needs developer review. non-blocking bug,UI,Low,True,917.0
953,Transaction rollback triggered by trigger mismatch.,Detailed bug description for transaction rollback triggered by trigger mismatch. analysis pending. needs developer review. non-blocking bug,Database,Low,True,1177.0
758,Api returning 500 internal server on post request.,Detailed bug description for api returning 500 internal server error on request. cause analysis pending. needs developer review. related issue with response non-blocking bug,Backend,Low,False,
1305,Rendering takes too long under heavy elements.,Detailed bug description for client-side rendering takes too under heavy dom elements. root cause analysis pending. needs developer urgent fix,Performance,High,True,911.0
1467,Slow response time on checkout endpoint.,Detailed bug description for slow response on checkout endpoint. root cause analysis pending. needs developer review. related issue with response bug,Performance,Low,True,642.0
1336,Thread contention causing processing delays.,Detailed bug description for thread contention causing processing delays. root cause analysis pending. needs developer related with error temporary failure,Performance,Medium,True,628.0
1759,Misconfiguration exposes api external domains.,Detailed bug description for cors misconfiguration exposes api to external domains. root cause analysis pending. needs developer review. system,Performance,High,False,
640,Cache not invalidating after record update.,Detailed bug description for cache not invalidating after record update. root analysis pending. needs review. partial outage,Backend,Medium,True,114.0
42,Modal popup not centered in viewport.,Detailed bug description for modal popup not centered in viewport. root cause analysis pending. needs developer review. error,UI,Medium,True,382.0
95,Not appearing on hover icons.,Detailed bug description for tooltip appearing on hover for icons. root cause pending. needs developer review. system crash,UI,High,True,1780.0
1982,Sql injection found in login endpoint.,Detailed bug description for sql injection found in login endpoint. root analysis pending. needs developer review. urgent fix,Security,High,False,
